DateTime,AddedIPs,RemovedIPs
1521723610,243,217
1521738010,204,216
1521752410,233,193
1521766811,204,207
1521781210,232,219
1521795611,232,211
1521810010,224,209
1521824413,211,208
1521838815,171,231
1521853210,243,238
1521867610,248,232
1521882011,251,229
1521896410,231,210
1521910811,256,234
1521925210,292,206
1521939610,274,217
1521954011,243,222
1521968412,239,218
1521982812,289,198
1521997210,234,186
1522011612,260,253
1522026011,253,254
1522040412,287,260
1522054812,271,215
1522069212,287,249
1522083611,290,284
1522098013,285,256
1522112411,266,243
1522126811,257,244
1522141212,266,270
1522155612,270,255
1522170012,291,274
1522184412,232,263
1522198811,257,316
1522213211,236,270
1522227612,232,293
1522242015,240,307
1522256412,217,265
1522270812,296,240
1522285211,258,275
1522299614,297,278
1522314013,264,263
1522328412,285,300
1522342814,276,224
1522357217,263,250
1522371611,242,232
1522393212,370,376
1522407611,228,215
1522422014,228,265
1522436414,220,257
1522450813,248,269
1522465211,230,271
1522479612,219,269
1522494012,230,279
1522508410,249,289
1522522811,249,249
1522537212,176,261
1522551611,187,256
1522566012,222,254
1522580411,219,240
1522594811,227,232
1522609212,265,274
1522623611,241,222
1522638010,234,223
1522652411,254,246
1522666811,243,215
1522681211,246,255
1522695610,249,166
1522710011,218,203
1522724411,200,223
1522738811,224,221
1522753211,232,214
1522767611,224,244
1522782013,220,227
1522796412,201,231
1522810810,196,226
1522825211,252,243
1522839611,235,225
1522854011,222,285
1522868410,199,201
1522882811,343,205
1522897212,295,231
1522911612,252,223
1522926011,282,205
1522940412,268,267
1522954811,262,217
1522969227,89,178
1522983613,190,257
1522998010,247,242
1523012410,226,207
1523026811,216,278
1523041209,218,300
1523055610,200,228
1523066406,133,203
1523080810,210,293
1523095208,237,252
1523109608,189,265
1523124008,205,94
1523138408,227,175
1523203206,160,1083
1523217607,202,187
1523232006,183,169
1523246406,221,318
1523260806,254,224
1523275206,250,209
1523289606,233,282
1523304006,242,82
1523318407,170,0
1523332808,218,0
1523347207,205,0
1523361608,203,196
1523376007,241,179
1523390407,288,189
1523404808,276,207
1523419208,248,256
1523433607,266,232
1523448008,260,198
1523462407,219,184
1523476807,252,184
1523491209,214,182
1523505609,231,222
1523520008,227,207
1523534407,236,239
1523548808,228,299
1523563207,204,246
1523577609,210,229
1523592008,207,274
1523606408,223,229
1523620807,228,178
1523635207,248,281
1523649608,289,217
1523664007,317,226
1523678407,227,274
1523692808,240,239
1523707208,246,210
1523721607,246,223
1523736008,227,208
1523750407,195,210
1523764807,183,248
1523779212,191,223
1523793607,191,223
1523808007,190,298
1523822407,217,252
1523836807,194,200
1523851207,199,281
1523865607,217,237
1523880007,201,226
1523894407,206,253
1523908807,270,179
1523923207,274,188
1523937607,242,218
1523952008,271,184
1523966408,230,196
1523980808,271,232
1523995207,234,185
1524009608,212,202
1524024009,195,229
1524038407,236,192
1524052808,223,214
1524067207,222,241
1524081607,190,200
1524096007,179,200
1524110407,205,269
1524124807,219,243
1524139208,202,226
1524153607,190,252
1524168007,257,231
1524182409,214,220
1524196807,239,274
1524211207,262,222
1524225607,272,211
1524240008,235,205
1524254408,241,195
1524268808,222,226
1524283208,226,224
1524297608,224,204
1524312008,224,182
1524326408,228,254
1524340810,209,213
1524355207,187,197
1524369607,202,273
1524384008,243,252
1524398407,249,228
1524412808,231,280
1524427208,280,237
1524441608,248,214
1524456008,248,270
1524470407,248,216
1524484808,273,233
1524499208,302,212
1524513608,336,203
1524528009,268,197
1524542409,268,234
1524556809,302,257
1524571209,257,229
1524585610,279,277
1524600008,247,236
1524614410,584,245
1524628810,632,267
1524643211,493,266
1524657612,438,272
1524672011,369,289
1524693610,334,369
1524708011,312,288
1524722411,290,296
1524736811,323,270
1524751210,367,273
1524765611,371,378
1524780010,380,402
1524794411,381,536
1524808812,395,413
1524823210,350,371
1524837610,320,314
1524852011,315,208
1524866411,282,333
1524880810,287,362
1524895210,324,368
1524909610,297,385
1524924011,274,374
1524938413,241,383
1524952810,304,353
1524967210,247,404
1524981610,251,387
1524996009,283,331
1525010409,276,327
1525024809,258,343
1525039209,265,280
1525053608,228,337
1525068009,219,317
1525082410,260,260
1525096808,300,326
1525111209,331,277
1525125609,297,238
1525140009,378,294
1525154417,288,311
1525168809,309,256
1525183210,278,269
1525197608,268,249
1525212009,272,225
1525226411,261,230
1525240813,202,238
1525255208,184,316
1525269608,207,309
1525284010,206,277
1525298409,220,288
1525312807,211,282
1525327209,225,335
1525341608,218,245
1525356009,294,304
1525370408,216,267
1525384809,211,248
1525399208,214,225
1525413608,219,230
1525428008,210,212
1525442408,213,222
1525456807,233,263
1525471208,209,212
1525485607,199,241
1525500009,205,245
1525514407,193,272
1525528808,341,244
1525543208,327,224
1525557608,296,214
1525572008,249,253
1525586410,238,205
1525600807,234,204
1525615208,223,219
1525629607,233,189
1525644008,213,193
1525658408,249,194
1525672809,223,201
1525687208,237,272
1525701608,320,271
1525716009,397,304
1525730408,415,244
1525744809,369,240
1525759210,299,238
1525773609,286,222
1525788009,279,258
1525802410,264,189
1525816812,233,258
1525831209,306,275
1525845611,312,227
1525860009,379,380
1525874409,355,440
1525888809,355,355
1525903209,377,326
1525917609,339,281
1525932010,325,267
1525946409,328,270
1525960809,325,258
1525975209,314,260
1525989610,323,283
1526004010,323,335
1526018411,305,400
1526032810,287,308
1526047209,261,388
1526061609,244,369
1526076008,315,335
1526090409,274,352
1526104809,265,310
1526119209,293,327
1526133609,304,305
1526148008,260,337
1526162409,241,281
1526176808,248,331
1526191208,213,287
1526205610,247,250
1526220007,221,289
1526234408,224,300
1526248808,278,281
1526263207,278,303
1526277609,342,325
1526292009,278,286
1526306408,265,320
1526320809,321,261
1526335208,334,221
1526349608,324,220
1526364008,308,246
1526378409,303,213
1526392810,298,228
1526407208,258,294
1526421609,237,256
1526436008,247,327
1526450409,228,261
1526464808,240,233
1526479208,243,335
1526493608,230,313
1526508008,303,268
