DateTime,AddedIPs,RemovedIPs
1527977293,0,292
1527979846,0,286
1527982001,0,284
1527984243,940,4
1527986647,0,75
1527991406,82,12
1527993827,10,3
1527996227,0,0
1527998619,0,87
1528001085,8,8
1528003385,0,284
1528005411,362,5
1528007366,27,7
1528009329,6,1
1528011143,2,2
1528013063,3,0
1528014995,3,4
1528016902,6,5
1528018845,2,22
1528020746,1,5
1528022659,1,3
1528024486,3,6
1528026493,7,4
1528028309,6,2
1528030345,2,2
1528032262,5,2
1528034181,7,3
1528036105,5,11
1528038102,0,1
1528039946,1,1400
1528041874,2,1
1528043774,2,4
1528045702,1,6
1528047704,4,17
1528049547,3,19
1528051505,2,5
1528053396,1,21
1528055337,0,2
1528057224,3,12
1528059190,3,28
1528061066,5,4
1528063011,1,7
1528064918,2,12
1528066910,5,6
1528068751,5,5
1528070692,8,5
1528072574,0,4
1528074538,8,1
1528076421,2,7
1528078392,4,5
1528080260,8,6
1528082236,5,26
1528084112,3,2
1528086053,1,9
1528087945,1,5
1528089900,4,4
1528091774,3,3
1528093727,2,28
1528095705,2,5
1528097584,5,4
1528099466,2,4
1528101446,4,3
1528103300,8,6
1528105267,4,3
1528107151,2,1
1528109094,3,1
1528110983,27,6
1528112922,6,7
1528114835,1,4
1528116786,24,3
1528118678,1,5
1528120544,5,7
1528122505,3,7
1528124502,0,1
1528126342,2,1
1528128333,3,3
1528130189,2,2
1528132137,0,3
1528134049,8,1
1528135955,6,5
1528137871,4,2
1528139807,2,1
1528141712,1,0
1528143635,2,3
1528145568,1,4
1528147479,4,3
1528149388,5,1
1528151331,3,1
1528153315,1,3
1528155147,2,0
1528157067,5,2
1528159000,1,2
1528160909,5,10
1528162822,2,1
1528164751,4,2
1528166672,1,9
1528168587,2,3
1528170540,2,3
1528172434,3,0
1528174347,7,1
1528176283,3,5
1528178185,7,3
1528180407,4,4
1528182270,4,3
1528184182,3,5
1528186105,3,2
1528188021,4,4
1528189944,1,8
1528191869,1,5
1528193781,4,4
1528195699,3,2
1528197629,4,1
1528199546,5,6
1528201459,3,0
1528203383,2,26
1528205306,2,1
1528207304,2,7
1528209149,1,1
1528211078,3,2
1528213500,4,4
1528215404,5,2
1528217312,2,0
1528219218,3,4
1528221163,3,7
1528223063,6,7
1528225004,6,2
1528226895,5,3
1528229015,11,2
1528230977,8,2
1528232911,5,1
1528234819,4,3
