DateTime,AddedIPs,RemovedIPs
1527968549,3,0
1527970485,0,0
1527972154,1,1
1527972994,1,0
1527974081,2,0
1527974930,3,1
1527975760,0,1
1527977447,1,2
1527978512,98,0
1527979354,0,2
1527980198,0,0
1527981347,0,1
1527982863,1,2
1527983792,1,1
1527985719,1,0
1527990629,2,4
1527991852,1,1
1527992921,0,0
1527995166,6,1
1527995674,0,0
1527997301,0,1
1527999275,1,0
1528000855,0,0
1528002339,0,0
1528002888,0,0
1528004557,1,1
1528006485,1,1
1528007826,1,1
1528009002,1,0
1528010078,1,1
1528011529,0,1
1528015222,1,0
1528016742,2,0
1528018118,0,1
1528018959,0,1
1528021242,1,0
1528022458,0,2
1528023947,0,1
1528025134,2,0
1528026168,1,1
1528030974,1,0
1528032287,0,1
1528033545,1,0
1528035277,1,0
1528036540,2,1
1528037867,3,0
1528038870,1,2
1528040554,1,0
1528042524,1,0
1528044089,2,1
1528047756,1,1
1528049751,0,1
1528052199,1,1
1528053349,0,1
1528055733,3,0
1528056896,1,3
1528057732,1,0
1528059398,0,2
1528060860,1,2
1528062084,2,2
1528063860,1,0
1528065765,0,1
1528066619,1,0
1528067688,1,2
1528069397,0,1
1528071269,0,2
1528072131,1,0
1528076558,2,0
1528078486,1,0
1528080713,2,0
1528081858,1,1
1528084200,1,0
1528085458,1,0
1528087392,0,2
1528088197,1,0
1528089354,2,1
1528091034,0,1
1528091796,1,0
1528094576,1,1
1528095964,0,1
1528099002,4,0
1528100145,1,0
1528101755,1,2
1528103683,65,1
1528104529,0,9
1528105844,0,5
1528107061,1,4
1528108113,0,3
1528109009,0,2
1528110354,0,1
1528112197,0,6
1528112564,2,1
1528114489,1,4
1528115881,1,1
1528117567,1,3
1528119063,0,1
1528119773,2,0
1528120594,2,2
1528121672,0,2
1528122513,2,0
1528123373,1,1
1528125279,0,3
1528127809,3,0
1528128966,1,4
1528130569,2,2
1528131944,2,4
1528133327,0,2
1528137754,0,3
1528140653,0,2
1528141354,1,0
1528142628,2,1
1528143935,0,2
1528144958,0,1
1528146359,1,1
1528148065,3,3
1528150253,3,0
1528152155,4,3
1528152995,2,1
1528154087,0,2
1528155775,0,2
1528158514,1,1
1528159835,1,1
1528161045,2,0
1528162955,0,1
1528163792,1,0
1528164955,1,0
1528166570,1,1
1528168507,2,1
1528170203,0,2
1528172071,1,0
1528172909,1,0
1528175679,0,3
1528178197,0,3
1528183709,0,1
1528186483,0,1
1528188159,1,1
1528190071,1,1
1528190917,1,0
1528193747,0,1
1528196135,1,1
1528199791,0,2
1528200876,1,0
1528202548,1,0
1528205741,1,2
1528206935,1,0
1528208079,0,1
1528211686,1,1
1528215267,2,1
1528217147,1,1
1528218337,2,0
1528219535,0,1
1528220547,0,1
1528222551,0,1
1528223327,1,1
1528224154,1,0
1528226078,0,1
1528228601,0,1
1528229676,1,0
1528232198,0,2
1528233282,1,0
1528234906,2,1
1528236649,2,0
1528237844,0,1
1528239390,2,0
1528240484,0,2
1528241313,1,0
1528243835,1,1
1528246065,0,1
1528247156,0,2
1528248647,2,0
1528249864,1,0
1528252525,1,2
1528256033,2,1
1528257298,2,0
1528258537,1,3
1528260998,1,1
1528262081,1,1
1528263761,1,0
1528264599,1,1
1528266813,1,0
1528269267,0,1
1528270891,1,1
1528272637,0,1
1528274440,0,13
1528275942,1,1
1528276466,1,0
1528278160,1,0
1528282385,1,0
1528283741,0,2
1528287282,0,3
1528289007,1,0
1528290866,0,3
1528292548,0,2
1528294468,1,0
1528295320,1,0
1528298079,1,0
1528299460,1,0
1528305037,1,0
1528306959,1,0
1528308522,0,0
1528313319,2,0
1528318602,3,1
1528325005,2,4
1528329033,4,3
1528332988,2,5
1528334129,0,1
1528337445,0,1
1528338696,0,1
1528341271,1,1
1528342678,1,0
1528344875,0,1
1528346455,0,1
1528350502,1,0
1528352918,1,0
1528354228,1,1
1528355667,1,0
1528357362,1,2
1528361789,0,1
1528364558,1,0
1528367307,1,0
1528370140,2,0
1528371338,0,1
1528372739,1,2
